source_id_1,TYC_ID_1,ra_1,dec_1,mu_ra_1,mu_dec_1,mu_ra_err_1,mu_dec_err_1,plx_1,plx_err_1,source_id_2,TYC_ID_2,ra_2,dec_2,mu_ra_2,mu_dec_2,mu_ra_err_2,mu_dec_err_2,plx_2,plx_err_2,P_log_flat,P_power_law,theta
2765217352391138688,594-134-1,0.056755716,9.799007699,26.815,-2.38,1.293,0.47,2.799,0.381,2765236731283414784,594-81-1,0.034556743,9.934861687,27.466,-1.721,1.864,0.627,2.798,0.576,0.9998,0.9991,495.37
537429601345896832,4302-81-1,0.066599019,72.400910406,2.283,-0.699,0.629,0.633,1.934,0.247,537429670065372928,4302-93-1,0.055995873,72.407472838,2.312,1.296,0.646,0.713,1.939,0.23,0.9512,0.9923,26.29
2305900664854805632,7526-320-1,0.085626141,-41.040618379,48.7,-8.964,0.804,0.748,6.284,0.326,2305905578297389312,7526-515-1,0.413417693,-40.890382017,49.46,-7.987,0.718,0.703,5.313,0.28,0.0,1.0,1042.36
429342935412328704,4014-3283-1,0.10859818,60.427640719,28.736,11.845,0.668,0.594,10.207,0.24,429343004131805568,4014-1005-1,0.103460296,60.425356144,28.107,11.49,0.739,0.58,10.275,0.264,1.0,1.0,12.29
2880169678167998336,2271-911-1,0.206896194,36.780005961,-24.592,-22.271,0.1,0.06,6.82,0.275,2880169884326428672,2271-1988-1,0.202591996,36.777482542,-25.775,-23.136,0.163,0.096,7.09,0.951,1.0,1.0,15.38
393882207946562176,3254-569-1,0.247607318,49.848461401,6.05,4.766,1.422,0.638,2.754,0.489,393882311025775616,3254-1352-1,0.245721465,49.867499152,7.021,4.127,0.887,0.323,2.094,0.336,0.9996,0.9714,68.68
4702974002115657472,9137-1774-1,0.323387223,-70.186585981,65.449,-12.933,0.623,0.775,4.674,0.286,4702974002115657600,9137-1708-1,0.343730452,-70.190297279,65.612,-13.54,0.517,0.622,4.608,0.247,1.0,1.0,28.19
531236430303749120,4298-598-1,0.327736801,70.928906994,-5.312,-7.696,0.043,0.05,3.193,0.239,531236670821917568,4298-574-1,0.264366069,70.929875534,-4.795,-6.918,0.695,0.685,3.442,0.318,0.9998,0.9986,74.62
2746675841135223808,594-1018-1,0.333422067,7.701338965,-34.787,-70.55,0.742,0.386,6.515,0.695,2746675841135223936,594-932-1,0.329181274,7.700904905,-33.0,-70.669,1.331,0.478,7.035,0.342,1.0,1.0,15.21
431589443832231040,4018-3894-1,0.467817925,63.317569406,-8.616,-1.053,0.828,0.783,0.957,0.308,431589443832231168,4018-1616-1,0.468587986,63.316411547,-9.021,0.101,0.765,0.919,1.124,0.297,0.9985,0.999,4.35
386680922180736640,3246-2085-1,0.507029583,45.522186143,0.577,2.087,1.841,1.858,5.11,0.769,386680922183072256,3246-2085-2,0.508462957,45.522914519,3.728,6.062,1.86,1.469,6.405,0.735,0.9993,0.9918,4.47
2848236321444116352,1729-1129-1,0.507317265,23.780868823,26.989,5.649,0.477,0.527,5.042,0.611,2848423994335483264,1729-1118-1,0.499419127,23.783826148,24.44,6.339,0.769,0.468,5.172,0.356,1.0,1.0,28.11
423321563060766336,3664-92-1,0.508549449,59.970745978,15.053,0.987,1.131,0.733,2.254,0.522,423322971810040192,3664-62-1,0.551750347,59.965344006,13.931,0.864,0.087,0.087,2.681,0.249,0.9997,0.9932,80.23
2875031522892855168,2263-485-1,0.515472959,33.490130863,102.35,33.379,1.938,0.794,11.689,0.829,2875033172160296064,2263-585-1,0.555757622,33.534124116,100.333,33.875,0.713,0.348,12.126,0.277,1.0,1.0,199.26
422570665338493568,3660-1463-1,0.545233377,57.256872257,-25.523,-11.419,0.826,0.399,4.519,0.277,422570665343795456,3660-1463-2,0.546051504,57.256430128,-22.585,-11.199,0.981,0.472,4.496,0.319,1.0,1.0,2.25
565057236176626816,4500-783-1,0.695113156,80.282348894,48.607,16.294,0.097,0.082,5.386,0.228,565057270536364800,4500-807-1,0.706055007,80.286610845,49.529,14.595,0.277,0.265,5.349,0.262,1.0,1.0,16.72
393300738095845760,3250-989-1,0.703956312,48.072442676,-8.575,-17.935,1.46,1.212,4.839,0.615,393300772455583744,3250-975-1,0.708516981,48.07858086,-8.314,-16.749,0.612,0.609,4.746,0.346,1.0,1.0,24.67
2746804071678857856,594-1208-1,0.76527459,8.261085295,-38.056,-49.759,0.091,0.054,7.811,0.685,2746804140398334464,594-970-1,0.765504613,8.270478556,-36.987,-49.417,0.07,0.041,7.843,0.308,1.0,1.0,33.83
393856128906829696,3254-1715-1,0.792993011,49.436103055,-9.546,-11.497,1.103,0.39,3.89,0.463,393856128906829824,3254-1191-1,0.786035371,49.435439126,-7.948,-12.377,1.808,0.906,3.614,0.707,1.0,0.9999,16.46
2741902586280941440,4-558-1,0.881924384,4.745333397,4.879,-12.82,0.708,0.456,5.318,0.381,2741914199872736128,4-544-1,0.959824024,4.911419698,6.06,-11.327,3.286,1.347,5.167,0.843,0.9887,0.9938,659.99
530700418385236608,4298-373-1,0.938339655,69.806180315,25.701,-4.432,1.475,1.219,3.192,0.611,530792330685340800,4298-683-1,1.464957558,69.885710245,25.922,-4.369,0.616,0.621,3.84,0.316,0.9987,0.5654,713.19
4684889887697018368,9346-1210-1,1.026452988,-76.464197103,37.373,5.652,0.691,0.76,3.677,0.25,4684945138156309376,9346-473-1,0.402242949,-76.259341911,36.514,7.57,0.849,0.843,3.276,0.261,1.0,0.9973,908.08
384397992444067584,2789-1985-1,1.074339066,42.587674026,10.481,-6.479,0.767,0.686,9.312,0.817,384397992444067840,2789-1109-1,1.076498414,42.586495115,12.485,-6.769,0.489,0.423,7.422,0.318,1.0,1.0,7.13
387230574915373696,3250-1744-1,1.163738695,47.415110481,-3.268,-2.936,0.847,0.487,2.888,0.289,387230574918026240,3250-1744-2,1.163512794,47.413471739,-3.476,-1.789,1.173,0.687,2.952,0.352,1.0,1.0,5.93
2861354800832962688,2259-1931-1,1.28829437,30.328895874,-38.46,-33.161,0.123,0.075,6.989,0.28,2861354903912177408,2259-1932-1,1.29145986,30.331081153,-37.168,-34.966,0.141,0.088,5.82,0.296,1.0,1.0,12.6
567263749854063872,4615-972-1,1.315614408,82.696810494,-12.296,-15.698,0.688,0.796,5.491,0.281,567263749855561984,4615-972-2,1.312912906,82.697261154,-13.818,-15.146,0.913,0.997,6.01,0.439,1.0,1.0,2.04
2772610743453886976,1178-776-1,1.351384119,16.328880997,32.252,-29.73,0.047,0.029,4.738,0.768,2772610812173363200,1178-880-1,1.341279969,16.351654127,32.394,-29.332,0.558,0.469,4.722,0.383,1.0,1.0,89.1
2798394084967152384,1184-1197-1,1.36019964,20.26048428,39.877,-6.624,2.415,0.759,2.939,0.458,2798416281358132864,1184-1074-1,1.439466379,20.494746172,36.542,-7.999,3.74,1.156,4.016,0.689,0.9973,0.7993,884.75
2313268904589331456,6992-275-1,1.365375848,-33.374433752,0.622,7.088,1.008,1.542,3.172,0.684,2313271962606045824,6992-166-1,1.358064343,-33.348360129,1.006,5.211,0.482,0.92,3.258,0.363,0.9994,0.9734,96.41
384588792071195008,2789-997-1,1.433245255,42.65364107,11.899,-9.358,0.857,0.538,2.777,0.315,384588792073119872,2789-997-2,1.433908036,42.653318078,11.736,-9.373,0.857,0.591,2.907,0.312,1.0,1.0,2.11
4991513066157112832,7529-295-1,1.455111693,-44.592856329,7.305,9.733,0.76,0.729,2.966,0.277,4991513066157113088,7529-296-1,1.464067062,-44.596684339,6.531,9.792,1.091,1.642,2.921,0.355,1.0,1.0,26.78
2365517903299985536,5844-586-1,1.489355355,-20.648759889,-6.769,-49.656,0.89,0.736,5.917,0.303,2365517903299985664,5844-710-1,1.484837252,-20.653948327,-6.498,-49.648,0.748,0.619,5.933,0.277,1.0,1.0,24.09
2876686734569042688,2267-251-2,1.601213706,34.606296607,0.147,-11.942,1.819,0.808,3.693,0.427,2876686734569082240,2267-251-1,1.601226539,34.606850967,0.899,-11.298,0.547,0.546,3.554,0.387,1.0,1.0,2.0
2738818662323926016,1-341-1,1.617046524,1.922943076,28.726,-60.93,1.383,0.645,9.574,0.891,2738818662324295680,1-341-2,1.616186706,1.921125746,32.575,-59.559,1.891,0.776,8.203,0.51,1.0,1.0,7.24
2309463907162390784,6995-1180-1,1.643003495,-35.500225517,28.818,-4.769,0.774,1.29,0.887,0.507,2309463907162390912,6995-473-1,1.646726714,-35.502500601,26.562,-9.061,1.519,2.3,2.319,0.963,0.9999,0.9992,13.64
2414757744843788544,5838-1071-1,1.893793128,-16.708521526,-13.912,-19.677,1.829,1.16,2.317,0.633,2414757744843788928,5838-49-1,1.884505194,-16.713364486,-14.845,-21.071,0.932,0.777,3.166,0.481,1.0,0.0,36.46
2741631041268905216,4-1008-1,1.896102791,4.350347725,118.235,21.742,2.48,1.004,5.7,0.648,2741724877714271872,4-884-1,1.90413372,4.356950622,116.173,22.665,1.573,0.67,6.296,0.423,1.0,1.0,37.36
386411713630600832,3246-1504-1,1.924652387,45.118575445,36.43,-2.024,0.855,1.262,4.034,0.393,386411919789030656,3246-1648-1,1.940041489,45.129090196,37.308,-3.391,0.7,0.835,3.728,0.31,1.0,1.0,54.41
384752722383323904,2793-1743-1,2.165333549,43.777557567,-6.011,-21.251,0.817,0.608,5.817,0.344,384763786219952128,2793-2068-1,1.641436061,43.782134687,-7.316,-21.2,0.061,0.043,6.027,0.288,0.9959,0.9536,1361.82
386350312779027456,2793-733-1,2.298817672,44.722548862,54.611,-33.97,0.23,0.193,7.404,0.255,386350312779027584,2793-496-1,2.292890705,44.721629955,55.524,-32.676,0.069,0.057,7.523,0.354,1.0,1.0,15.52
420036943872919552,3652-943-1,2.323452908,53.394144641,4.791,0.046,0.69,0.472,2.61,0.333,420036943875407360,3652-943-2,2.324651059,53.396340792,6.036,0.847,1.006,0.708,1.939,0.478,0.9991,0.9979,8.31
2310308160294392192,6992-420-1,2.33618314,-33.3548975,167.226,-22.169,0.619,0.692,7.582,0.26,2310308160294795776,6992-1051-1,2.339303632,-33.355244172,167.424,-21.213,0.73,0.812,7.538,0.292,1.0,1.0,9.47
4683760276938429184,9350-217-1,2.360698252,-77.822039523,10.751,1.847,0.84,0.83,1.6,0.273,4683760345657905792,9350-213-1,2.349150284,-77.815609349,12.306,2.111,1.046,1.014,0.827,0.23,0.9963,0.9414,24.75
393159004174776192,3250-1225-1,2.38753196,47.973567458,17.328,5.986,0.745,0.925,2.621,0.353,393159004175965440,3250-1225-2,2.385769064,47.974896175,14.367,5.209,1.966,2.171,3.671,0.854,1.0,1.0,6.4
2414669577754517632,5838-1029-1,2.424745368,-17.18981071,46.838,15.607,1.654,1.162,2.269,0.617,2414669680833732864,5838-956-1,2.398954061,-17.19308697,46.76,16.584,1.536,0.895,2.435,0.573,1.0,1.0,89.48
2877588918218329856,2781-840-1,2.457798047,37.516049619,-20.771,-39.756,1.071,0.412,6.147,0.233,2877635922340416768,2781-1374-1,2.443635338,37.529783833,-24.927,-37.768,0.749,0.733,6.518,0.647,1.0,0.9999,63.87
420177028526750848,3652-531-1,2.477742949,54.155197807,-17.802,-16.389,1.024,0.635,5.429,0.337,420177028528996480,3652-531-2,2.479133509,54.154774949,-20.233,-15.391,1.71,1.116,5.77,0.39,1.0,1.0,3.3
537921357923014400,4306-1381-1,2.479609227,73.483302735,12.015,15.236,0.938,0.778,5.332,0.341,537921357924164864,4306-1381-2,2.483307662,73.484736271,12.205,15.921,0.581,0.598,5.486,0.248,1.0,1.0,6.4
573641226532685056,4619-1476-1,2.529118856,85.476058907,5.213,8.914,1.938,0.659,3.459,0.704,573641260892423296,4619-2179-1,2.4707761,85.476376469,8.128,10.375,0.687,0.625,2.872,0.31,1.0,1.0,16.61
4684909129151316608,9346-959-1,2.546859385,-76.324603155,69.711,-11.032,0.581,0.964,7.614,0.345,4684909266590269952,9346-1225-1,2.644332573,-76.313808017,68.099,-10.867,0.606,0.739,7.898,0.342,0.0,1.0,91.64
2740961679205648896,5-371-1,2.575685268,4.284170706,42.916,-26.471,2.69,1.073,4.566,0.704,2740961782284863872,5-438-1,2.574440367,4.296845823,40.839,-26.72,2.528,1.024,5.343,0.652,1.0,1.0,45.85
422992396768208768,3664-1459-1,2.675873159,58.746265934,9.203,-2.998,0.473,0.45,1.729,0.326,423004147798730496,3664-1059-1,2.655296367,58.748241145,7.945,-2.245,0.382,0.377,2.249,0.315,0.9966,0.9709,39.08
2875992392975004544,2268-782-1,2.703400132,34.656231848,18.704,-5.135,0.99,0.444,2.162,0.314,2875996035107270400,2268-1560-1,2.620436756,34.682009752,18.137,-5.305,1.653,0.799,2.279,0.46,0.9996,0.9819,262.58
422474526791383936,3660-509-1,2.732830697,57.837751779,2.606,-4.391,0.66,0.525,1.509,0.326,422474526792274304,3660-509-2,2.732612827,57.837181858,3.066,-2.38,0.92,0.634,1.275,0.389,0.9925,0.9517,2.09
2861475987631045632,2260-1056-1,2.748332006,30.077243185,16.723,-8.43,1.056,1.423,2.379,0.51,2861476125069998848,2260-899-1,2.771635259,30.0891627,19.284,-7.393,1.647,0.775,2.629,0.518,0.9964,0.9343,84.33
393673128938875136,3254-1849-1,2.788874984,49.546632761,-5.069,-5.141,0.042,0.034,5.98,0.317,393673197658351360,3254-521-1,2.767487006,49.558636222,-3.884,-5.068,0.615,0.44,6.355,0.294,0.9999,0.9993,66.05
431452588991762304,4018-1846-1,2.828189982,63.507336343,11.857,-1.868,1.112,0.653,4.54,0.315,431452588991762432,4018-2236-1,2.837558154,63.506621278,14.398,-3.734,1.082,0.723,3.827,0.353,1.0,1.0,15.26
2860343250135637376,1736-925-1,2.866365318,29.815147005,34.735,26.438,0.962,0.475,10.645,0.303,2860343421934329088,1736-1515-1,2.866247075,29.819081086,34.257,26.338,1.129,0.568,10.89,0.292,1.0,1.0,14.17
4996289894423912064,7526-447-1,2.87402212,-40.822085463,77.351,30.021,0.756,0.586,7.928,0.274,4996290100582341888,7526-405-1,2.853698486,-40.810829034,77.489,28.375,1.062,1.497,8.342,0.455,1.0,1.0,68.62
2798428341626156288,1182-174-1,2.878160981,19.66014398,-4.512,-13.159,0.9,0.735,3.4,0.651,2798428444705371008,1182-9-1,2.885009762,19.679450938,-1.978,-12.333,1.807,0.624,2.651,0.387,0.9982,0.9924,73.28
4689702999848759424,9137-289-1,2.929430027,-72.457339154,4.793,21.648,0.695,0.739,3.258,0.36,4689715369354568576,9137-663-1,2.44143054,-72.293665723,4.211,20.41,0.913,0.895,3.313,0.325,0.9957,0.9948,793.8
420159505060396928,3652-455-1,2.946780355,54.34892003,9.79,-7.708,1.043,0.592,2.983,0.402,420159848657781248,3652-311-1,2.924382736,54.335467776,9.935,-8.189,0.038,0.043,3.024,0.272,0.9999,0.9994,67.49
528186488127783808,4026-488-1,2.979513436,66.352652536,70.778,-11.644,1.04,0.629,5.976,0.34,528187244042027648,4026-536-1,2.97601009,66.361120975,67.859,-11.521,1.218,0.579,6.383,0.306,1.0,1.0,30.9
392328735455894400,3251-2072-1,3.29522711,47.385232376,18.928,-13.332,0.705,0.865,4.109,0.296,392328735457792512,3251-2100-1,3.293051301,47.385870736,18.179,-13.351,1.051,1.398,4.482,0.476,1.0,1.0,5.78
2876529366966515584,2272-1610-1,3.447318961,36.204501545,40.062,-2.718,0.951,0.65,3.836,0.364,2876529573124945408,2272-1367-1,3.442688966,36.208812452,41.336,-3.468,1.333,0.666,3.761,0.449,1.0,1.0,20.54
2860712411165500032,2260-867-1,3.461471663,30.007118645,22.599,-13.487,1.725,0.765,4.428,0.701,2860712617323727744,2260-821-1,3.473377188,30.031382066,20.426,-13.575,1.359,0.649,4.844,0.382,1.0,1.0,94.9
2323013807427264640,6419-334-1,3.54106502,-27.872802009,1.677,-30.751,0.735,0.658,3.867,0.295,2323013910506479616,6419-264-1,3.546868641,-27.856675004,-1.768,-32.615,1.123,0.89,3.78,0.481,0.986,0.9909,60.92
2859941790953461376,1736-1222-1,3.622130159,28.357966543,9.808,-11.217,1.289,0.55,2.931,0.339,2859943062263781120,1736-1743-1,3.630025161,28.355627154,10.429,-10.693,1.947,0.857,2.849,0.54,1.0,1.0,26.39
538088552409669120,4306-769-1,3.626924207,74.606649697,36.695,12.37,0.829,0.751,5.636,0.442,538088758568099456,4306-515-1,3.607292362,74.605322116,35.4,13.061,1.022,0.897,6.185,0.476,1.0,1.0,19.36
2308953115292114688,6996-991-1,3.675369201,-36.063362153,80.1,23.729,0.694,0.621,5.988,0.277,2308953115292114816,6996-992-1,3.672880768,-36.059068286,77.973,23.928,0.658,0.902,5.836,0.372,1.0,1.0,17.07
2856503033976588800,1733-1242-1,3.688926988,26.659788083,9.729,-0.825,2.248,1.087,3.245,0.509,2856503033977449984,1733-1242-2,3.689629457,26.660122388,12.807,1.856,2.357,0.944,1.91,0.784,1.0,1.0,2.56
431280962096996224,4018-3897-1,3.706547778,62.835571191,26.639,-0.428,0.473,0.479,3.24,0.274,431281065176210560,4018-3890-1,3.705799106,62.84043334,26.286,0.447,0.334,0.344,3.352,0.341,1.0,1.0,17.55
420703419716941312,3657-1256-1,3.759162845,55.707158938,52.909,31.465,0.842,0.541,6.225,0.251,420703419721184000,3657-1256-2,3.758015429,55.706449841,53.655,27.078,0.871,0.575,5.936,0.312,1.0,1.0,3.45
392318255735694592,3251-635-1,3.785126524,47.367474421,-32.983,-4.531,0.957,2.718,3.239,0.606,392318290095431168,3251-2094-1,3.796954022,47.379830211,-33.394,-2.181,0.606,1.008,3.787,0.323,1.0,1.0,53.01
4996384727301973504,7527-671-1,3.813051699,-40.096015893,36.302,-8.473,0.051,0.056,5.98,0.306,4996387716599211264,7527-1032-1,3.813211593,-40.092167995,37.48,-8.917,0.076,0.087,6.865,0.331,1.0,1.0,13.86
4688383207939737344,9140-1275-1,4.007893417,-74.007911832,27.072,-9.111,1.041,1.059,3.312,0.344,4688383207939914880,9140-1275-2,4.007010113,-74.009335789,27.499,-7.669,1.162,1.193,2.945,0.331,1.0,1.0,5.2
4904691264340887040,8840-218-1,4.056815303,-61.45970833,-40.162,-16.186,0.804,0.448,3.343,0.304,4904691264340887168,8840-1850-1,4.054846823,-61.464035655,-41.394,-16.754,0.595,0.659,3.655,0.225,1.0,1.0,15.94
2877429557753136256,2272-409-1,4.075358217,37.291724589,21.366,-4.261,1.052,0.731,8.899,0.305,2877497212077558016,2782-1139-1,3.597674169,37.531991127,21.438,-6.62,1.235,0.592,9.266,0.404,0.9985,0.8613,1616.74
2860430523871513472,1736-1870-1,4.13346355,29.293500869,-4.925,-2.332,0.472,0.565,3.175,0.281,2860430592590990080,1736-1866-1,4.137681966,29.300002375,-3.964,-2.015,0.792,0.605,2.972,0.394,0.9998,0.9989,26.89
2876536273273654016,2272-1783-1,4.355557082,35.83985224,-76.151,-41.721,0.885,0.41,5.281,0.383,2876536307633392512,2272-41-1,4.357305791,35.839435213,-77.929,-41.342,0.814,0.515,6.141,0.285,1.0,1.0,5.32
2365190042676101760,5842-630-1,4.358930737,-19.344867277,-94.661,-24.506,0.74,1.162,15.877,0.49,2365377406329959296,5842-409-1,4.325723599,-19.338819793,-88.404,-26.734,0.836,0.592,15.47,0.353,1.0,0.0,114.88
2417201684314368768,5267-1007-1,4.594963545,-14.143397766,22.296,-2.559,1.911,1.189,2.811,0.584,2417201684314372992,5267-1138-1,4.594015777,-14.138887546,18.537,-3.864,1.626,1.078,3.72,0.542,1.0,1.0,16.57
4924233502976809344,8465-178-1,4.622172646,-53.423913101,47.726,-24.039,0.445,0.568,7.468,0.3,4924233502976809600,8465-1181-1,4.612884768,-53.429755315,46.224,-22.373,0.342,0.441,7.47,0.229,1.0,1.0,28.97
428811390260533632,4015-2167-1,4.920738734,60.761665837,-184.75,36.711,0.664,0.612,9.581,0.262,428811424620271616,4015-1742-1,4.939713985,60.77109909,-185.128,35.375,0.632,0.516,9.294,0.248,1.0,1.0,47.6
566638952371966336,4504-1439-1,4.962114947,81.024829028,16.012,1.453,0.704,0.75,2.704,0.287,566650737762219648,4504-1192-1,5.588341098,81.091835836,17.134,0.983,0.637,0.913,2.371,0.299,0.9967,0.9852,425.4
385730016421377536,2795-1154-1,5.033186435,44.429906139,25.248,-10.295,1.102,0.536,2.386,0.378,385730050781116032,2795-864-1,5.004847251,44.426662158,20.015,-8.234,2.344,1.282,2.514,0.455,0.9989,0.9753,73.79
419123593309446784,3259-1670-1,5.078793209,52.318305005,5.601,0.262,1.206,0.751,2.767,0.578,419123627669185024,3259-1936-1,5.078211046,52.322866367,8.212,-0.879,0.934,0.561,2.745,0.304,0.9975,0.9877,16.47
392463322550655232,3251-1819-1,5.14644747,47.456486458,20.658,-9.722,0.648,0.783,4.169,0.28,392469369864611968,3251-215-1,4.84017034,47.357506243,20.747,-8.219,0.531,0.478,4.363,0.305,0.9947,0.8879,826.93
4683977945881507968,9346-1227-1,5.181804094,-76.832988473,77.898,-6.81,1.279,0.953,7.885,0.473,4683978014600984576,9346-1156-1,5.229354066,-76.809073356,78.781,-6.401,1.551,1.316,7.715,0.411,1.0,1.0,94.53
392496273539735168,3251-1225-1,5.217391755,47.749455407,15.09,0.929,0.786,0.469,2.594,0.275,392508162009208960,3251-1092-1,5.137163119,47.784135964,14.424,0.844,0.837,0.447,2.965,0.573,0.9978,0.9849,230.81
2545273073595065088,4665-483-1,5.270778195,-0.251764537,14.1,-37.716,1.107,0.551,4.924,0.318,2545273073595934080,4665-483-2,5.271069154,-0.252800749,16.697,-36.965,1.861,0.882,4.815,0.503,1.0,1.0,3.87
431210662070163456,4023-820-1,5.273597048,64.712867202,30.406,-18.861,0.787,0.726,3.412,0.33,431210662074005760,4023-820-2,5.272036397,64.713109257,31.733,-20.518,0.782,0.794,2.885,0.43,1.0,1.0,2.55
2754477666408072576,599-658-1,5.289008736,11.653876035,1.305,-18.146,1.525,0.729,7.033,0.409,2754477769487287296,599-529-1,5.298132453,11.664569379,-0.217,-15.707,1.248,1.522,6.457,0.387,0.0,1.0,50.17
378375726740734208,2273-1312-1,5.426566977,36.260357422,7.651,-2.182,1.681,1.448,2.749,0.541,378381808414424704,2273-956-1,5.418489381,36.272616492,6.859,-5.129,1.567,0.466,3.188,0.309,0.9907,0.9544,49.97
2799523352128001664,1186-412-1,5.660183495,21.666455132,-6.884,-42.337,0.856,1.08,7.201,0.693,2799523420847478272,1186-497-1,5.6523839,21.668500046,-7.713,-43.021,2.098,0.85,8.454,0.665,1.0,1.0,27.11
4629740239873644288,9490-629-1,5.678868311,-83.637429683,21.55,12.904,0.741,1.185,4.943,0.243,4629740239873644416,9490-1138-1,5.726224933,-83.639489289,21.383,16.025,1.087,2.739,4.187,0.911,1.0,1.0,20.29
2368388418922173184,5840-852-1,5.783102337,-16.319860998,5.159,5.868,1.249,0.8,2.293,0.418,2368389896390923136,5840-994-1,5.792627832,-16.321994181,5.013,5.1,1.442,0.948,2.936,0.417,1.0,0.9989,33.79
4617721650069245952,9490-161-1,5.830205266,-83.855217431,21.031,12.939,0.633,0.86,5.099,0.387,4629740239873644288,9490-629-1,5.678868311,-83.637429683,21.55,12.904,0.741,1.185,4.943,0.243,1.0,0.9999,786.28
4617721650069245952,9490-161-1,5.830205266,-83.855217431,21.031,12.939,0.633,0.86,5.099,0.387,4629740239873644416,9490-1138-1,5.726224933,-83.639489289,21.383,16.025,1.087,2.739,4.187,0.911,1.0,0.9928,777.69
2857459987049900416,1737-1194-1,5.964704108,29.495912544,40.192,-0.372,0.062,0.05,11.139,0.574,2857461464518649984,1737-773-1,5.971995702,29.502518731,42.739,-1.437,0.062,0.048,10.279,0.458,1.0,1.0,32.98
2540268955658883712,4668-59-1,5.965318217,-3.512312806,15.663,-5.556,2.404,1.163,7.371,0.655,2540269471054958848,4668-492-1,5.999347814,-3.47531523,17.592,-5.465,0.046,0.025,7.443,0.401,1.0,1.0,180.81
4919779450092489856,8468-1144-1,6.00268881,-56.341500177,69.025,-248.41,0.454,0.347,9.745,0.22,4919779587531442944,8468-1272-1,6.041200584,-56.327565711,68.969,-249.4,0.502,0.39,9.709,0.25,1.0,1.0,91.78
431019931162740480,4019-1143-1,6.118595661,63.41307036,14.663,29.99,0.805,0.548,4.52,0.256,431019931162740992,4019-618-1,6.115685437,63.408398606,16.298,28.018,0.757,0.611,4.328,0.289,1.0,1.0,17.46
2792705452322850304,1180-1162-1,6.159944103,16.407841705,18.17,-4.093,0.038,0.031,6.122,0.402,2792713904818555136,1180-797-1,5.835646843,16.38229022,21.495,-2.676,1.591,0.918,4.3,0.573,0.9958,0.0,1123.77
2315700405835369600,6994-667-2,6.167706361,-33.338703556,-19.572,-31.31,1.449,0.874,5.051,0.466,2315700474554760064,6994-667-1,6.166770967,-33.338220421,-14.919,-28.109,0.654,0.751,4.964,0.409,1.0,1.0,3.31
4631227329350970240,9358-640-1,6.280221483,-80.832286315,2.821,4.268,0.642,0.7,4.572,0.276,4631228806820135296,9358-640-2,6.287116352,-80.833539347,3.616,4.832,0.712,0.901,4.064,0.282,1.0,1.0,6.0
527420712639485184,4023-605-1,6.302932482,65.571333764,-3.988,-7.357,0.533,0.694,2.855,0.241,527420712639485312,4023-931-1,6.288733662,65.567328363,-4.271,-7.134,0.998,0.751,3.12,0.276,0.9999,0.9999,25.59
4972809686173635328,8029-1176-1,6.433032926,-50.842621367,145.345,9.388,0.205,0.378,9.034,0.319,4972809892332065280,8029-1175-1,6.432006682,-50.838057763,146.789,10.144,0.076,0.089,5.849,0.725,1.0,1.0,16.59
2543918543989113344,3-919-1,6.495932563,0.509609265,24.785,-21.24,3.936,1.71,3.43,0.987,2543918578348851840,3-440-1,6.509044234,0.509323752,28.052,-19.924,3.392,1.486,2.718,0.862,1.0,0.0,47.21
2528048605470656384,4668-478-1,6.521441435,-4.404263755,13.141,-0.179,2.412,1.397,3.247,0.895,2528052316322402176,4668-978-1,6.247735464,-4.517701374,13.122,0.758,0.065,0.038,2.639,0.858,1.0,0.0,1063.86
4993880005453808384,7527-959-1,6.556999169,-40.980513254,11.597,-8.436,0.731,0.706,1.6,0.297,4993880074173284992,7527-458-1,6.546490198,-40.978893083,10.907,-8.877,0.641,0.645,1.972,0.263,1.0,1.0,29.15
2754642455713284992,599-533-1,6.838026038,11.72949704,9.427,-6.583,3.074,1.051,6.012,0.683,2754644139340464768,599-358-1,6.833353206,11.746202498,10.136,-6.921,1.869,0.703,6.098,0.439,1.0,0.0,62.35
2315945665647579008,6991-1074-1,6.907485513,-31.956703203,76.196,7.828,0.703,0.613,11.584,0.321,2315945665647579264,6991-771-1,6.907512134,-31.958169413,79.289,11.243,0.779,0.846,10.259,0.437,1.0,1.0,5.28
2315917009625286144,6991-937-1,6.921159333,-32.140591583,12.639,-9.897,0.768,0.881,3.132,0.496,2315921373312554368,6991-559-1,6.87448374,-32.029937124,12.603,-11.21,0.654,0.536,3.625,0.262,0.9991,0.9993,423.03
4997849208070705792,7525-191-1,7.079003054,-37.530650967,19.551,5.72,1.672,0.889,4.099,0.631,4998608936246042880,6997-130-1,6.651984982,-37.488867091,18.301,4.79,0.714,0.797,3.993,0.424,0.9982,0.8913,1228.68
388721959359257344,2795-612-1,7.190963528,44.371596065,2.841,-3.662,1.772,0.497,1.619,0.671,388721959361110528,2795-612-2,7.18988984,44.372448886,1.764,-4.456,2.304,0.676,2.298,0.986,0.9992,0.9971,4.13
2856003958776902912,1734-873-1,7.563908146,26.855212389,-1.497,-7.526,1.344,0.527,3.113,0.432,2856004336734024576,1734-397-1,7.56911634,26.860228553,-1.047,-7.567,1.506,0.574,3.087,0.457,1.0,1.0,24.61
428487068690015232,3666-363-1,7.619626338,59.697353784,-7.687,0.338,0.821,0.59,1.538,0.319,428487068692978816,3666-363-2,7.619980126,59.698419451,-9.54,0.092,1.009,0.611,1.657,0.291,0.9991,0.9996,3.89
